방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std,goods_Mean,goods_Std
2019-01-03 06:00:00,20.0,에펨 여성 미들퍼 부츠,잡화,39800,1,3,6,Thursday,0,4,First,에펨,00,14.71159858252091,해당없음,여성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 06:00:00,20.0,에펨 남성 미들퍼 부츠,잡화,49800,1,3,6,Thursday,0,4,First,에펨,00,14.788181623274538,해당없음,남성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 06:20:00,20.0,에펨 여성 미들퍼 부츠,잡화,39800,1,3,6,Thursday,0,4,Middle,에펨,20,15.539883008490474,해당없음,여성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 06:20:00,20.0,에펨 남성 미들퍼 부츠,잡화,49800,1,3,6,Thursday,0,4,Middle,에펨,20,15.169798122949079,해당없음,남성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 06:40:00,20.0,에펨 여성 미들퍼 부츠,잡화,39800,1,3,6,Thursday,0,4,Later,에펨,40,16.017722676811534,해당없음,여성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 06:40:00,20.0,에펨 남성 미들퍼 부츠,잡화,49800,1,3,6,Thursday,0,4,Later,에펨,40,15.63391195813875,해당없음,남성,부츠,해당없음,15.642656178467954,0.8792650260379113,15.310182662030881,0.5115997619930391
2019-01-03 09:00:00,20.0,로베르타 디 까메리노 토트백 2종,잡화,39000,1,3,9,Thursday,0,1,First,로베르타,00,16.678739481705172,해당없음,해당없음,토트백,해당없음,16.26884296703534,0.9434686875515866,16.820937171161106,0.5564191534357962
2019-01-03 09:20:00,20.0,로베르타 디 까메리노 토트백 2종,잡화,39000,1,3,9,Thursday,0,1,Middle,로베르타,20,16.78530944949176,해당없음,해당없음,토트백,해당없음,16.26884296703534,0.9434686875515866,16.820937171161106,0.5564191534357962
2019-01-03 09:40:00,20.0,로베르타 디 까메리노 토트백 2종,잡화,39000,1,3,9,Thursday,0,1,Later,로베르타,40,17.40603269446134,해당없음,해당없음,토트백,해당없음,16.26884296703534,0.9434686875515866,16.820937171161106,0.5564191534357962
2019-01-05 01:00:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,5,1,Saturday,1,4,First,가이거,00,16.528017479783426,일시불,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,16.613380463495464,0.5134060573675563
2019-01-05 01:00:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,5,1,Saturday,1,4,First,가이거,00,15.740780586266501,무이자,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,15.801114712420413,0.5998582530402793
2019-01-05 01:20:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,5,1,Saturday,1,4,Middle,가이거,20,17.22056714995215,일시불,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,16.613380463495464,0.5134060573675563
2019-01-05 01:20:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,5,1,Saturday,1,4,Middle,가이거,20,16.56027834200165,무이자,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,15.801114712420413,0.5998582530402793
2019-01-05 01:40:00,17.1,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,5,1,Saturday,1,4,Later,가이거,40,16.842402293767368,일시불,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,16.613380463495464,0.5134060573675563
2019-01-05 01:40:00,17.1,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,5,1,Saturday,1,4,Later,가이거,40,15.954988313088169,무이자,해당없음,주얼리세트,해당없음,16.26464759176467,0.7138981670823097,15.801114712420413,0.5998582530402793
2019-01-09 01:00:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,9,1,Wednesday,0,4,First,가이거,00,15.46474594027244,일시불,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,16.041482565305305,0.5067891474508404
2019-01-09 01:00:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,9,1,Wednesday,0,4,First,가이거,00,14.762136489634502,무이자,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,15.567178515737929,0.7001915179375167
2019-01-09 01:20:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,9,1,Wednesday,0,4,Middle,가이거,20,16.415678548087364,일시불,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,16.041482565305305,0.5067891474508404
2019-01-09 01:20:00,20.0,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,9,1,Wednesday,0,4,Middle,가이거,20,15.904902430497279,무이자,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,15.567178515737929,0.7001915179375167
2019-01-09 01:40:00,17.1,[가이거] 제니스시계 주얼리세트 세트,잡화,129000,1,9,1,Wednesday,0,4,Later,가이거,40,16.24402320755611,일시불,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,16.041482565305305,0.5067891474508404
2019-01-09 01:40:00,17.1,[가이거] 제니스시계 주얼리세트 세트,잡화,139000,1,9,1,Wednesday,0,4,Later,가이거,40,16.034496627082007,무이자,해당없음,주얼리세트,해당없음,15.468353734348991,0.7621823878730312,15.567178515737929,0.7001915179375167
