방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std,goods_Mean,goods_Std
2019-01-01 12:00:00,20.0,에코라믹 통주물 스톤 냄비/솥 세트,주방,60900,1,1,12,Tuesday,2,3,First,에코라믹,00,17.336651602409,해당없음,해당없음,냄비/솥,해당없음,16.03765594921616,0.9803983626498713,17.654701037336995,0.5387128127364884
2019-01-01 12:20:00,20.0,에코라믹 통주물 스톤 냄비/솥 세트,주방,60900,1,1,12,Tuesday,2,3,Middle,에코라믹,20,17.894453792943544,해당없음,해당없음,냄비/솥,해당없음,16.03765594921616,0.9803983626498713,17.654701037336995,0.5387128127364884
2019-01-01 12:40:00,20.0,에코라믹 통주물 스톤 냄비/솥 세트,주방,60900,1,1,12,Tuesday,2,3,Later,에코라믹,40,18.413001332608495,해당없음,해당없음,냄비/솥,해당없음,16.03765594921616,0.9803983626498713,17.654701037336995,0.5387128127364884
2019-01-02 10:00:00,20.0,쿠첸 풀스텐 전기밥솥 10인용 (A1),주방,158000,1,2,10,Wednesday,0,2,First,쿠첸,00,15.79499363327528,일시불,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.99624224598634,0.7097501868423484
2019-01-02 10:00:00,20.0,쿠첸 풀스텐 전기밥솥 10인용(A1),주방,168000,1,2,10,Wednesday,0,2,First,쿠첸,00,16.007275815853077,무이자,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.781030983854473,0.9509071577778047
2019-01-02 10:00:00,20.0,쿠첸 풀스텐 전기밥솥 6인용(A1),주방,148000,1,2,10,Wednesday,0,2,First,쿠첸,00,14.56598280514349,일시불,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.99624224598634,0.7097501868423484
2019-01-02 10:00:00,20.0,쿠첸 풀스텐 전기밥솥 6인용(A1),주방,158000,1,2,10,Wednesday,0,2,First,쿠첸,00,14.631759935658202,무이자,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.781030983854473,0.9509071577778047
2019-01-02 10:20:00,20.0,쿠첸 풀스텐 전기밥솥 10인용 (A1),주방,158000,1,2,10,Wednesday,0,2,Middle,쿠첸,20,17.119572762193197,일시불,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.99624224598634,0.7097501868423484
2019-01-02 10:20:00,20.0,쿠첸 풀스텐 전기밥솥 10인용(A1),주방,168000,1,2,10,Wednesday,0,2,Middle,쿠첸,20,16.386136083154813,무이자,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.781030983854473,0.9509071577778047
2019-01-02 10:20:00,20.0,쿠첸 풀스텐 전기밥솥 6인용(A1),주방,148000,1,2,10,Wednesday,0,2,Middle,쿠첸,20,16.057070949120543,일시불,해당없음,전기밥솥,해당없음,16.30559074727156,0.9133771839754244,15.99624224598634,0.7097501868423484
