방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std,goods_Mean,goods_Std
2019-04-18 12:00:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,18,12,Thursday,0,3,First,보몽드,00,15.671808548329901,해당없음,해당없음,싱글침구세트,해당없음,16.07173852834081,0.5725053375699939,15.88873841012284,0.3583928111959845
2019-04-18 12:00:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,18,12,Thursday,0,3,First,보몽드,00,15.661442506080721,해당없음,해당없음,퀸침구세트,해당없음,16.07173852834081,0.5725053375699939,16.05452564489352,0.5106476841848024
2019-04-18 12:00:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,18,12,Thursday,0,3,First,보몽드,00,15.81982437695227,해당없음,해당없음,킹침구세트,해당없음,16.07173852834081,0.5725053375699939,15.9735547618089,0.5826922259530827
2019-04-18 12:20:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,18,12,Thursday,0,3,Middle,보몽드,20,15.736102899035297,해당없음,해당없음,싱글침구세트,해당없음,16.07173852834081,0.5725053375699939,15.88873841012284,0.3583928111959845
2019-04-18 12:20:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,18,12,Thursday,0,3,Middle,보몽드,20,15.787088453768165,해당없음,해당없음,퀸침구세트,해당없음,16.07173852834081,0.5725053375699939,16.05452564489352,0.5106476841848024
2019-04-18 12:20:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,18,12,Thursday,0,3,Middle,보몽드,20,16.029482992601718,해당없음,해당없음,킹침구세트,해당없음,16.07173852834081,0.5725053375699939,15.9735547618089,0.5826922259530827
2019-04-18 12:40:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,18,12,Thursday,0,3,Later,보몽드,40,16.4158270592631,해당없음,해당없음,싱글침구세트,해당없음,16.07173852834081,0.5725053375699939,15.88873841012284,0.3583928111959845
2019-04-18 12:40:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,18,12,Thursday,0,3,Later,보몽드,40,16.53225617743371,해당없음,해당없음,퀸침구세트,해당없음,16.07173852834081,0.5725053375699939,16.05452564489352,0.5106476841848024
2019-04-18 12:40:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,18,12,Thursday,0,3,Later,보몽드,40,16.30747557211972,해당없음,해당없음,킹침구세트,해당없음,16.07173852834081,0.5725053375699939,15.9735547618089,0.5826922259530827
2019-04-23 13:00:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,23,13,Tuesday,0,2,First,보몽드,00,15.269697185127082,해당없음,해당없음,싱글침구세트,해당없음,15.600472686020687,0.810046309242237,15.186821167465245,1.0330946068800964
2019-04-23 13:00:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,23,13,Tuesday,0,2,First,보몽드,00,15.157330428982336,해당없음,해당없음,퀸침구세트,해당없음,15.600472686020687,0.810046309242237,15.619947658513192,0.5884949515510008
2019-04-23 13:00:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,23,13,Tuesday,0,2,First,보몽드,00,15.46762474467881,해당없음,해당없음,킹침구세트,해당없음,15.600472686020687,0.810046309242237,15.915813922871038,0.6784626716274236
2019-04-23 13:20:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,23,13,Tuesday,0,2,Middle,보몽드,20,15.818071055308152,해당없음,해당없음,싱글침구세트,해당없음,15.600472686020687,0.810046309242237,15.186821167465245,1.0330946068800964
2019-04-23 13:20:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,23,13,Tuesday,0,2,Middle,보몽드,20,16.233832149440918,해당없음,해당없음,퀸침구세트,해당없음,15.600472686020687,0.810046309242237,15.619947658513192,0.5884949515510008
2019-04-23 13:20:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,23,13,Tuesday,0,2,Middle,보몽드,20,16.466496458444805,해당없음,해당없음,킹침구세트,해당없음,15.600472686020687,0.810046309242237,15.915813922871038,0.6784626716274236
2019-04-23 13:40:00,20.0,보몽드 순면60수 피그먼트워싱 슈퍼 싱글침구세트,침구,59900,4,23,13,Tuesday,0,2,Later,보몽드,40,16.116093648287645,해당없음,해당없음,싱글침구세트,해당없음,15.600472686020687,0.810046309242237,15.186821167465245,1.0330946068800964
2019-04-23 13:40:00,20.0,보몽드 순면60수 피그먼트워싱 퀸침구세트,침구,69900,4,23,13,Tuesday,0,2,Later,보몽드,40,16.110668135129522,해당없음,해당없음,퀸침구세트,해당없음,15.600472686020687,0.810046309242237,15.619947658513192,0.5884949515510008
2019-04-23 13:40:00,20.0,보몽드 순면60수 피그먼트워싱 킹침구세트,침구,79900,4,23,13,Tuesday,0,2,Later,보몽드,40,16.438511093026737,해당없음,해당없음,킹침구세트,해당없음,15.600472686020687,0.810046309242237,15.915813922871038,0.6784626716274236
2019-04-24 01:00:00,20.0,[한샘] 호텔식 레일 암막 커튼 세트(중형),침구,159000,4,24,1,Wednesday,0,4,First,한샘,00,14.392123922268269,일시불,해당없음,커튼,하,14.579438094583125,0.7581420077122536,14.224667877822133,0.47395412387899244
